,sport,dport,seq,ask,dataofs,window,chksum,timestamp,class2
67,47922,434,2531604364,2949981927,8,501,58376,"(1538467331, 229391225)",1
68,39074,434,3831517996,127940428,8,501,14331,"(1538467331, 229391265)",0
69,434,47958,3788507438,2911643186,11,227,23325,"(229391325, 1538467305)",1
70,434,47922,2949981927,2531604910,8,227,53124,"(229391332, 1538467331)",1
71,434,47922,2949983375,2531604910,8,227,21052,"(229391332, 1538467331)",1
72,47922,434,2531604910,2949984756,8,501,17286,"(1538467405, 229391332)",1
73,434,47922,2949984756,2531604910,8,227,1512,"(229391332, 1538467331)",1
74,434,47972,2381846617,2914967939,8,227,49546,"(229391332, 1538467314)",1
75,434,39074,127940428,3831518064,8,297,41676,"(229391332, 1538467331)",0
76,434,47912,4053684492,1518447356,8,227,44845,"(229391332, 1538467318)",2
77,434,47910,2139350363,3378816270,8,227,9213,"(229391332, 1538467327)",1
78,47922,434,2531604910,2949988678,8,490,13375,"(1538467405, 229391332)",1
79,434,47910,2139350363,3378816270,8,227,746,"(229391333, 1538467327)",1
80,434,47912,4053684492,1518447356,8,227,4312,"(229391333, 1538467318)",2
81,434,47930,1719665919,1806840003,8,227,486,"(229391333, 1538467314)",0
82,47930,434,1806840003,1719668815,8,496,58006,"(1538467409, 229391333)",0
83,47912,434,1518447356,4053691214,8,475,37783,"(1538467409, 229391333)",1
84,47922,434,2531604910,2949988678,8,501,12723,"(1538467419, 229391332)",1
85,47922,434,2531605003,2949988678,8,501,57255,"(1538467420, 229391332)",1
86,47922,434,2531605202,2949988678,8,501,20809,"(1538467420, 229391332)",1
87,47912,434,1518447356,4053691214,8,501,1419,"(1538467423, 229391333)",1
88,47912,434,1518447449,4053691214,8,501,52103,"(1538467424, 229391333)",1
89,47912,434,1518447648,4053691214,8,501,49868,"(1538467424, 229391333)",1
90,434,47930,1719668815,1806840003,8,227,5736,"(229391352, 1538467409)",0
91,434,47922,2949988678,2531605643,8,227,12869,"(229391354, 1538467419)",1
92,434,47922,2949988678,2531605643,8,227,51747,"(229391356, 1538467419)",1
93,434,47912,4053691214,1518448032,8,227,37317,"(229391357, 1538467423)",2
94,434,47912,4053691214,1518448032,8,227,40044,"(229391358, 1538467423)",2
95,434,47912,4053691857,1518448032,8,227,4546,"(229391358, 1538467423)",2
96,434,47912,4053691917,1518448032,8,227,26282,"(229391362, 1538467423)",2
97,47912,434,1518448032,4053693099,8,494,34983,"(1538467604, 229391358)",1
98,434,47922,2949989352,2531605643,8,227,2058,"(229391364, 1538467419)",1
99,434,47922,2949993820,2531605643,8,227,419,"(229391367, 1538467419)",1
100,434,47922,2949996649,2531605643,8,227,486,"(229391367, 1538467419)",1
101,434,47922,2949999545,2531605643,8,227,21562,"(229391367, 1538467419)",1
102,47912,434,1518448032,4053693099,8,500,54265,"(1538467605, 229391358)",1
103,47912,434,1518448092,4053693099,8,501,26226,"(1538467605, 229391358)",1
104,47922,434,2531605643,2950000878,8,436,272,"(1538467605, 229391356)",1
105,47922,434,2531605643,2950000878,8,442,59295,"(1538467606, 229391356)",1
106,47930,434,1806840003,1719668838,8,501,47640,"(1538467607, 229391352)",0
107,47930,434,1806840096,1719668838,8,501,23370,"(1538467608, 229391352)",0
108,47930,434,1806840295,1719668838,8,501,12830,"(1538467609, 229391352)",0
109,47912,434,1518448160,4053693099,8,501,45993,"(1538467609, 229391358)",1
110,39074,434,3831518064,127940428,8,501,55721,"(1538467640, 229391332)",0
111,39074,434,3831518237,127940428,8,501,47463,"(1538467640, 229391332)",0
112,434,47922,2950000878,2531605643,8,227,486,"(229391400, 1538467605)",1
113,47922,434,2531605703,2950003774,8,496,62680,"(1538467672, 229391400)",1
114,434,47922,2950003774,2531605643,8,227,19254,"(229391400, 1538467605)",1
115,434,47922,2950005222,2531605643,8,227,3382,"(229391400, 1538467605)",1
116,47922,434,2531605703,2950011014,8,480,55440,"(1538467688, 229391400)",1
117,47982,434,488875280,0,10,64240,21527,"(1538467713, 0)",3
118,48756,443,3447137633,0,10,64240,57917,"(754126985, 0)",3
119,47922,434,2531605703,2950011014,8,501,56125,"(1538467729, 229391400)",1
120,47922,434,2531605981,2950011014,8,501,783,"(1538467729, 229391400)",1
121,434,47922,2950011014,2531605643,8,227,13607,"(229391400, 1538467605)",1
122,434,47922,2950012462,2531605643,8,227,2638,"(229391400, 1538467605)",1
123,47922,434,2531606288,2950017510,8,483,48301,"(1538467743, 229391400)",1
124,47994,434,137667362,0,10,64240,27334,"(1538467747, 0)",3
125,434,47912,4053693099,1518448160,8,227,35078,"(229391401, 1538467605)",2
126,434,47930,1719668838,1806840295,8,227,57694,"(229391401, 1538467607)",0
127,434,47930,1719668838,1806840663,8,227,40437,"(229391401, 1538467609)",0
128,434,47930,1719669395,1806840663,8,227,47690,"(229391402, 1538467609)",0
129,434,47930,1719669455,1806840663,8,227,36434,"(229391402, 1538467609)",0
130,47930,434,1806840663,1719669519,8,501,19738,"(1538467752, 229391401)",0
131,434,47930,1719669519,1806840663,8,227,20079,"(229391402, 1538467609)",0
132,434,39074,127940428,3831518819,8,297,40533,"(229391411, 1538467640)",0
133,434,47922,2950017510,2531605703,8,227,49267,"(229391412, 1538467606)",1
134,434,47912,4053693099,1518448192,8,227,35030,"(229391413, 1538467609)",2
135,443,48756,1666716908,3447137634,10,65160,51861,,0
136,48756,443,3447137634,1666716909,8,502,62132,"(754127048, 68065965)",1
137,48756,443,3447137634,1666716909,8,502,4357,"(754127052, 68065965)",1
138,47930,434,1806840723,1719670142,8,501,55497,"(1538467797, 229391402)",0
139,434,47982,4045158971,488875281,10,28960,26767,"(229391427, 1538467713)",0
140,47982,434,488875281,4045158972,8,502,1579,"(1538467804, 229391427)",0
141,47982,434,488875281,4045158972,8,502,47306,"(1538467807, 229391427)",0
142,48008,434,4032564814,0,10,64240,5912,"(1538467823, 0)",3
143,434,47922,2950017510,2531605981,8,227,48847,"(229391431, 1538467729)",1
144,434,47922,2950017510,2531606288,8,227,48540,"(229391431, 1538467729)",1
145,443,48756,1666716909,3447138151,8,506,61528,"(68066044, 754127052)",1
146,443,48756,1666716909,3447138151,8,506,34243,"(68066044, 754127052)",1
147,48756,443,3447138151,1666719805,8,496,58563,"(754127131, 68066044)",1
148,443,48756,1666719805,3447138151,8,506,44795,"(68066044, 754127052)",1
149,48756,443,3447138151,1666721005,8,488,57371,"(754127131, 68066044)",1
150,443,48756,1666721005,3447138151,8,506,22918,"(68066046, 754127052)",1
151,48756,443,3447138151,1666721332,8,486,57044,"(754127131, 68066046)",1
152,48756,443,3447138151,1666721332,8,501,9680,"(754127134, 68066046)",1
153,434,47922,2950017510,2531606288,8,227,53163,"(229391434, 1538467743)",1
154,434,47922,2950018939,2531606288,8,227,486,"(229391434, 1538467743)",1
155,47922,434,2531606288,2950021835,8,487,43754,"(1538467927, 229391434)",1
156,434,47922,2950021835,2531606288,8,227,64640,"(229391434, 1538467743)",1
157,47922,434,2531606288,2950023350,8,525,42201,"(1538467927, 229391434)",1
158,434,47994,2295444513,137667363,10,28960,28058,"(229391436, 1538467747)",0
159,47994,434,137667363,2295444514,8,502,2780,"(1538467928, 229391436)",1
160,47994,434,137667363,2295444514,8,502,6604,"(1538467930, 229391436)",1
161,434,47930,1719670142,1806840723,8,227,55767,"(229391451, 1538467752)",0
162,434,47982,4045158972,488875798,8,227,746,"(229391452, 1538467807)",0
163,47982,434,488875798,4045162128,8,491,63299,"(1538467932, 229391452)",0
164,434,47912,4053693099,1518448192,8,227,43727,"(229391453, 1538467609)",2
165,434,48008,2060109120,4032564815,10,28960,5824,"(229391456, 1538467823)",2
166,48008,434,4032564815,2060109121,8,502,46153,"(1538467932, 229391456)",1
167,434,39074,127940428,3831518819,8,297,7523,"(229391459, 1538467640)",0
168,47982,434,488875798,4045162128,8,501,19121,"(1538467935, 229391452)",0
169,39074,434,3831518819,127940541,8,501,47228,"(1538467935, 229391459)",0
170,48008,434,4032564815,2060109121,8,502,60156,"(1538467937, 229391456)",1
171,443,48756,1666721332,3447138244,8,506,61615,"(68066116, 754127134)",1
172,48756,443,3447138244,1666721606,8,501,62261,"(754127199, 68066116)",1
173,48012,434,3014928614,0,10,64240,14499,"(1538467952, 0)",3
174,48024,434,3960307427,0,10,64240,43559,"(1538467977, 0)",3
175,434,47994,2295444514,137667880,8,227,486,"(229391482, 1538467930)",0
176,47994,434,137667880,2295447410,8,496,64789,"(1538468001, 229391482)",1
177,443,48756,1666721606,3447138763,8,502,43190,"(68066179, 754127199)",1
178,434,47994,2295447410,137667880,8,227,61751,"(229391482, 1538467930)",0
179,47994,434,137667880,2295447670,8,501,64520,"(1538468005, 229391482)",1
180,434,47982,4045162128,488875924,8,227,35599,"(229391483, 1538467935)",0
181,47994,434,137667880,2295447670,8,501,54506,"(1538468008, 229391482)",1
182,47982,434,488875924,4045162386,8,501,31641,"(1538468009, 229391483)",0
183,434,39074,127940541,3831518887,8,297,39985,"(229391483, 1538467935)",0
184,434,48012,3288241814,3014928615,10,28960,7583,"(229391490, 1538467952)",2
185,48012,434,3014928615,3288241815,8,502,47935,"(1538468038, 229391490)",1
186,434,48008,2060109121,4032565332,8,227,14345,"(229391491, 1538467937)",1
187,48008,434,4032565332,2060110569,8,501,44048,"(1538468038, 229391491)",1
188,48012,434,3014928615,3288241815,8,502,57938,"(1538468040, 229391490)",1
189,48756,443,3447138763,1666721738,8,501,55704,"(754127305, 68066179)",1
190,434,48008,2060110569,4032565332,8,227,64833,"(229391491, 1538467937)",1
191,48008,434,4032565332,2060112277,8,499,42323,"(1538468057, 229391491)",1
192,434,48024,3762855268,3960307428,10,28960,27656,"(229391493, 1538467977)",4
193,48024,434,3960307428,3762855269,8,502,2475,"(1538468061, 229391493)",1
194,48024,434,3960307428,3762855269,8,502,17622,"(1538468063, 229391493)",1
195,434,47922,2950023350,2531606288,8,227,50088,"(229391498, 1538467927)",1
196,434,47994,2295447670,137668006,8,227,34647,"(229391502, 1538468008)",0
197,47994,434,137668006,2295447928,8,501,41329,"(1538468094, 229391502)",1
198,47922,434,2531606288,2950023445,8,525,41843,"(1538468126, 229391498)",1
199,434,47922,2950023445,2531606288,8,227,3286,"(229391502, 1538467927)",1
200,47922,434,2531606288,2950029141,8,614,36041,"(1538468139, 229391502)",1
201,434,47922,2950029141,2531606288,8,227,17776,"(229391502, 1538467927)",1
202,47922,434,2531606288,2950030570,8,636,34590,"(1538468139, 229391502)",1
203,434,47982,4045162386,488876158,8,227,62815,"(229391505, 1538468009)",0
204,434,47982,4045162386,488876158,8,227,17248,"(229391506, 1538468009)",0
205,47982,434,488876158,4045162454,8,501,20984,"(1538468146, 229391506)",0
206,434,48012,3288241815,3014929132,8,227,746,"(229391511, 1538468040)",1
207,48012,434,3014929132,3288244971,8,491,44143,"(1538468147, 229391511)",1
208,434,48024,3762855269,3960307999,8,227,62455,"(229391514, 1538468063)",4
209,48024,434,3960307999,3762855425,8,501,1642,"(1538468147, 229391514)",1
210,48024,434,3960307999,3762855425,8,501,3238,"(1538468147, 229391514)",1
211,48012,434,3014929132,3288244971,8,501,8421,"(1538468152, 229391511)",1
212,48024,434,3960308050,3762855425,8,501,21137,"(1538468153, 229391514)",1
213,434,47994,2295447928,137668278,8,227,64008,"(229391523, 1538468094)",0
214,434,47922,2950030570,2531606288,8,227,60170,"(229391534, 1538468139)",1
215,47922,434,2531606288,2950031884,8,659,33132,"(1538468228, 229391534)",1
216,434,47922,2950031884,2531606288,8,227,486,"(229391534, 1538468139)",1
217,47922,434,2531606288,2950034780,8,704,30177,"(1538468242, 229391534)",1
218,434,47922,2950034780,2531606288,8,227,9774,"(229391534, 1538468139)",1
219,47922,434,2531606288,2950046964,8,895,17746,"(1538468298, 229391534)",1
220,434,47994,2295447928,137668278,8,227,15944,"(229391534, 1538468094)",0
221,434,47982,4045162454,488876704,8,227,2368,"(229391536, 1538468146)",0
222,434,48012,3288244971,3014929258,8,227,1256,"(229391537, 1538468152)",1
223,434,48024,3762855425,3960308300,8,227,1592,"(229391537, 1538468147)",4
224,434,48024,3762855425,3960308300,8,227,36645,"(229391537, 1538468147)",4
225,47982,434,488876704,4045167232,8,483,56847,"(1538468298, 229391536)",0
226,47994,434,137668278,2295447996,8,501,62119,"(1538468302, 229391534)",1
227,48024,434,3960308300,3762855493,8,501,51327,"(1538468304, 229391537)",1
228,47982,434,488876704,4045167232,8,501,6248,"(1538468310, 229391536)",0
229,47982,434,488876797,4045167232,8,501,28069,"(1538468311, 229391536)",0
230,47982,434,488876996,4045167232,8,501,54621,"(1538468311, 229391536)",0
231,48012,434,3014929258,3288245229,8,501,43528,"(1538468342, 229391537)",1
232,434,47922,2950046964,2531606288,8,227,47794,"(229391573, 1538468298)",1
233,434,47922,2950047041,2531606288,8,227,7726,"(229391573, 1538468298)",1
234,47922,434,2531606288,2950057177,8,1053,7267,"(1538468367, 229391573)",1
235,434,47922,2950057177,2531606288,8,227,486,"(229391573, 1538468298)",1
236,47922,434,2531606288,2950060073,8,1098,4319,"(1538468374, 229391573)",1
237,434,47922,2950060073,2531606288,8,227,1339,"(229391573, 1538468298)",1
238,47922,434,2531606288,2950063822,8,1157,508,"(1538468377, 229391573)",1
239,47922,434,2531606288,2950063822,8,1157,31284,"(1538468378, 229391573)",1
240,434,47994,2295447996,137668824,8,227,63134,"(229391575, 1538468302)",0
241,48756,443,3447138763,1666721738,8,501,27545,"(754127652, 68066179)",1
242,434,47994,2295447996,137668824,8,227,39727,"(229391576, 1538468302)",0
243,434,47994,2295449425,137668824,8,227,930,"(229391576, 1538468302)",0
244,434,47982,4045167232,488877294,8,227,56461,"(229391576, 1538468310)",0
245,434,48024,3762855493,3960308846,8,227,1940,"(229391576, 1538468304)",4
246,48024,434,3960308846,3762859843,8,483,61608,"(1538468407, 229391576)",1
247,47994,434,137668824,2295452765,8,482,58001,"(1538468410, 229391576)",1
248,47994,434,137668824,2295452765,8,501,49058,"(1538468413, 229391576)",1
249,47994,434,137668917,2295452765,8,501,40207,"(1538468414, 229391576)",1
250,47994,434,137669116,2295452765,8,501,59356,"(1538468417, 229391576)",1
251,48024,434,3960308846,3762859843,8,501,48705,"(1538468420, 229391576)",1
252,48024,434,3960308939,3762859843,8,501,53135,"(1538468420, 229391576)",1
253,48024,434,3960309138,3762859843,8,501,21245,"(1538468423, 229391576)",1
254,434,47982,4045167232,488877294,8,227,21570,"(229391577, 1538468310)",0
255,47982,434,488877294,4045168133,8,501,43456,"(1538468430, 229391577)",0
256,47982,434,488877354,4045168133,8,501,9073,"(1538468431, 229391577)",0
257,443,48756,1666721738,3447139276,8,501,37725,"(68066632, 754127652)",1
258,48756,443,3447139276,1666721870,8,501,54193,"(754127718, 68066632)",1
259,434,47994,2295452765,137669116,8,227,57934,"(229391603, 1538468413)",0
260,434,47994,2295452765,137669116,8,227,50788,"(229391603, 1538468413)",0
261,434,47994,2295453380,137669116,8,227,14737,"(229391603, 1538468413)",0
262,434,48024,3762859843,3960309138,8,227,61532,"(229391603, 1538468420)",4
263,47994,434,137670344,2295453440,8,501,45249,"(1538468488, 229391603)",1
264,434,48024,3762859843,3960309138,8,227,56289,"(229391604, 1538468420)",4
265,434,48024,3762860486,3960309138,8,227,48998,"(229391604, 1538468420)",4
266,48024,434,3960309867,3762860546,8,501,10672,"(1538468518, 229391604)",1
267,434,47922,2950063822,2531606356,8,227,1336,"(229391606, 1538468378)",1
268,434,47982,4045168133,488877422,8,227,55282,"(229391606, 1538468430)",0
269,434,48024,3762860546,3960309867,8,227,64931,"(229391613, 1538468423)",4
270,48024,434,3960309927,3762862352,8,499,57842,"(1538468530, 229391613)",1
271,48024,434,3960309927,3762862352,8,501,28017,"(1538468541, 229391613)",1
272,434,48024,3762862352,3960309867,8,227,54194,"(229391613, 1538468423)",4
273,434,47994,2295453440,137670344,8,227,56015,"(229391615, 1538468417)",0
274,48024,434,3960310360,3762862539,8,501,8994,"(1538468544, 229391613)",1
275,434,47994,2295453440,137670404,8,227,55878,"(229391621, 1538468488)",0
276,434,48024,3762862539,3960310360,8,227,57485,"(229391634, 1538468518)",4
277,434,48024,3762862539,3960310428,8,227,65013,"(229391639, 1538468544)",4
278,434,48024,3762864427,3960310428,8,227,40569,"(229391639, 1538468544)",4
279,48024,434,3960310428,3762864910,8,494,54652,"(1538468640, 229391639)",1
280,48024,434,3960310428,3762864910,8,501,61668,"(1538468641, 229391639)",1
281,434,47994,2295453440,137670404,8,227,13019,"(229391651, 1538468488)",0
282,47994,434,137670404,2295453920,8,501,47957,"(1538468708, 229391651)",1
283,48040,434,1796281641,0,10,64240,37345,"(1538468726, 0)",3
284,434,48024,3762864910,3960310496,8,227,54819,"(229391670, 1538468641)",4
285,434,47994,2295453920,137670472,8,227,55054,"(229391677, 1538468708)",0
286,48044,434,984303190,0,10,64240,37077,"(1538468791, 0)",3
287,434,48040,1419668116,1796281642,10,28960,4481,"(229391681, 1538468726)",2
288,48040,434,1796281642,1419668117,8,502,44848,"(1538468797, 229391681)",0
289,48040,434,1796281642,1419668117,8,502,33326,"(1538468800, 229391681)",0
290,434,48044,1771571547,984303191,10,28960,23717,"(229391696, 1538468791)",2
291,48044,434,984303191,1771571548,8,502,64085,"(1538468861, 229391696)",0
292,48044,434,984303191,1771571548,8,502,60274,"(1538468863, 229391696)",0
293,434,48040,1419668117,1796282159,8,227,746,"(229391701, 1538468800)",2
294,48040,434,1796282159,1419671273,8,491,41089,"(1538468874, 229391701)",0
295,48040,434,1796282159,1419671273,8,501,45284,"(1538468878, 229391701)",0
296,434,48040,1419671273,1796282285,8,227,17985,"(229391720, 1538468878)",2
297,434,48044,1771571548,984303708,8,227,746,"(229391719, 1538468863)",2
298,48044,434,984303708,1771574704,8,491,60312,"(1538468949, 229391719)",0
299,48044,434,984303708,1771574704,8,501,15094,"(1538468955, 229391719)",0
300,48040,434,1796282285,1419671531,8,501,40560,"(1538468990, 229391720)",0
301,434,48044,1771574704,984303834,8,227,53923,"(229391737, 1538468955)",2
302,48044,434,984303834,1771574962,8,501,59780,"(1538469069, 229391737)",0
303,47922,434,2531606356,2950063822,8,1157,45065,"(1538469294, 229391606)",1
304,47922,434,2531606622,2950063822,8,1157,54481,"(1538469295, 229391606)",1
305,47922,434,2531606774,2950063822,8,1157,41819,"(1538469296, 229391606)",1
306,434,47922,2950063822,2531606622,8,227,65473,"(229391822, 1538469294)",1
307,434,47922,2950063822,2531606774,8,227,65320,"(229391822, 1538469295)",1
308,434,47922,2950063822,2531607074,8,227,65018,"(229391823, 1538469296)",1
309,434,47922,2950063822,2531607074,8,227,48942,"(229391825, 1538469296)",1
310,434,47922,2950064144,2531607074,8,227,51291,"(229391825, 1538469296)",1
311,47922,434,2531607074,2950064332,8,1202,19108,"(1538469376, 229391825)",1
312,434,47922,2950064332,2531607142,8,227,64329,"(229391854, 1538469376)",1
313,47922,434,2531607142,2950064332,8,1202,60629,"(1538469498, 229391854)",1
314,434,47922,2950064332,2531607337,8,235,63985,"(229391873, 1538469498)",2
315,434,47922,2950064332,2531607337,8,235,9621,"(229391880, 1538469498)",2
316,47922,434,2531607337,2950064851,8,1225,55591,"(1538469590, 229391880)",1
317,47922,434,2531607405,2950064851,8,1225,38657,"(1538469656, 229391880)",1
318,47922,434,2531607768,2950064851,8,1225,56868,"(1538469656, 229391880)",1
319,47922,434,2531609040,2950064851,8,1225,7860,"(1538469659, 229391880)",1
320,434,47922,2950064851,2531607405,8,235,63272,"(229391907, 1538469590)",2
321,434,47922,2950064851,2531607768,8,244,62828,"(229391913, 1538469656)",1
322,434,47922,2950064851,2531609040,8,266,61534,"(229391913, 1538469656)",1
323,434,47922,2950064851,2531609709,8,286,60842,"(229391913, 1538469659)",1
324,434,47922,2950064851,2531609709,8,286,1077,"(229391919, 1538469659)",1
325,47922,434,2531609709,2950068338,8,1279,56268,"(1538469747, 229391919)",1
326,47922,434,2531609709,2950068338,8,1279,53566,"(1538469747, 229391919)",1
327,48008,434,4032565332,2060112277,8,501,7245,"(1538469754, 229391491)",1
328,434,48008,2060112277,4032565458,8,227,10946,"(229391940, 1538469754)",1
329,48008,434,4032565458,2060112535,8,501,39716,"(1538469829, 229391940)",1
330,434,47922,2950068338,2531609777,8,286,57162,"(229391950, 1538469747)",1
331,48012,434,3014929258,3288245229,8,501,34782,"(1538470093, 229391537)",1
332,56324,434,3420072713,0,10,64240,62850,"(1538470095, 0)",3
333,434,48012,3288245229,3014929504,8,235,41312,"(229392022, 1538470093)",2
334,434,48012,3288245229,3014929504,8,235,18056,"(229392023, 1538470093)",2
335,48012,434,3014929504,3288245297,8,501,40912,"(1538470158, 229392023)",1
336,48012,434,3014929504,3288245297,8,501,35131,"(1538470160, 229392023)",1
337,434,56324,990928722,3420072714,10,28960,39068,"(229392023, 1538470095)",2
338,56324,434,3420072714,990928723,8,502,13902,"(1538470164, 229392023)",1
339,56324,434,3420072714,990928723,8,502,9371,"(1538470168, 229392023)",1
340,434,56324,990928723,3420073285,8,236,14511,"(229392041, 1538470168)",2
341,56324,434,3420073285,990928879,8,501,13086,"(1538470236, 229392041)",1
342,56324,434,3420073285,990928879,8,501,31160,"(1538470237, 229392041)",1
343,434,48012,3288245297,3014930050,8,244,1958,"(229392046, 1538470160)",1
344,48012,434,3014930050,3288249665,8,483,35895,"(1538470256, 229392046)",1
345,48012,434,3014930050,3288249665,8,501,46385,"(1538470265, 229392046)",1
346,48012,434,3014930143,3288249665,8,501,62506,"(1538470265, 229392046)",1
347,48012,434,3014930342,3288249665,8,501,21071,"(1538470265, 229392046)",1
348,434,48012,3288249665,3014930342,8,252,35806,"(229392065, 1538470265)",1
349,434,48012,3288249665,3014930735,8,261,13141,"(229392066, 1538470265)",1
350,434,48012,3288250308,3014930735,8,261,12845,"(229392066, 1538470265)",1
351,434,48012,3288250368,3014930735,8,261,35477,"(229392066, 1538470265)",1
352,434,48012,3288251035,3014930735,8,261,6019,"(229392066, 1538470265)",1
353,434,48012,3288259464,3014930735,8,261,16057,"(229392066, 1538470265)",1
354,48012,434,3014930735,3288260912,8,441,23908,"(1538470333, 229392066)",1
355,48012,434,3014930735,3288260912,8,446,3034,"(1538470334, 229392066)",1
356,434,56324,990928879,3420073336,8,236,13271,"(229392069, 1538470237)",2
357,48012,434,3014930795,3288260912,8,501,25784,"(1538470397, 229392066)",1
358,48012,434,3014930957,3288260912,8,501,61854,"(1538470399, 229392066)",1
359,434,48012,3288260912,3014930735,8,261,65352,"(229392082, 1538470333)",1
360,48012,434,3014931121,3288263139,8,501,21153,"(1538470399, 229392082)",1
